data_id,id,classe,darija_arabic,darija_arabizi,english,modern_standard_arabic,english_word_count,status,qc_changed_fields,qc_notes
data76660,DATA_0874,A,أشمن حوايج خرين فل مقرّر كايجيوك صعاب؟,achmen 7wayj khrin fl mo9errar kayjiwk S3ab?,What other parts of the program seem difficult to you?,ما هي الأشياء الأخرى في المقرر التي تبدو صعبة عليك؟,10,PARTIALLY VALIDATED,darija_arabic;english;modern_standard_arabic,Minor English and MSA adjustments to better reflect the Darija meaning and register.
data76661,WIKI_C_10259,C,ف 1828 واحد الدار ف ريتشارد هيل (اللي كانت سميتها مدرسة هيرتفورد الكرامر) تسمات على والاس. والاس قرا ف ريتشارد هيل من 1828 حتى 1836.,f 1828 wa7d ed-dar f Richard Hale (lli kanet smitha madrasa Hertford Grammar) tsamat 3la Wallace. Wallace qra f Richard Hale mn 1828 7ta 1836.,"In 1828, a house at Richard Hale School (then called Hertford Grammar School) was named after Wallace. Wallace attended Richard Hale as a student from 1828 to 1836.",في عام 1828، سُمّي منزل في مدرسة ريتشارد هيل (والتي كانت تُعرف آنذاك باسم مدرسة هيرتفورد النحوية) على اسم والاس. التحق والاس بريتشارد هيل كطالب من عام 1828 إلى عام 1836.,25,GENERATED,darija_arabic;darija_arabizi;english;modern_standard_arabic,Corrected the year from 1928 to 1828 in all fields to maintain consistency and accuracy. Fixed inconsistent spelling of 'ريتشارد هيل' in Darija Arabic.
data76662,WIKI_D_05978,D,كان سبت مْقَطَّر فالعشية و كنا غير كنْدورّو/كنتْمْشاو/كنْتْخَرْجَاو بكاميراتنا و إيلسي ما كانت موجدة والو. شفت هاد الجنيات كيتْكَوَّنو فالعْشوب و غير وجهت الكاميرا و صورت.,kan sabt m9aTTar fel3shiya w kenna ghir kendourrou/kentemshaw/kentekherjaw bcamiratna w ilsi ma kanet moujda walou. Chft had eljeniyat kytkounou fel3shoub w ghir wejjeht camera w swert.,It was a rainy Saturday afternoon and we were just wandering around with our cameras and Elsie had nothing prepared. I saw these fairies forming in the grasses and just aimed the camera and took a picture.,لقد كان عصر سبت ممطرًا وكنا نتجول بكاميراتنا، ولم تكن إلسي قد أعدت شيئًا. رأيت هذه الجنيات تتشكل في الأعشاب ووجهت الكاميرا والتقطت صورة.,26,GENERATED,darija_arabizi;english,Corrected English and darija_arabizi to remove MT artifact '<unk>' and improve naturalness and consistency of named entity 'Elsie'.
data76663,DATA_17738,B,راند، كارل ويلر. جوزيف بوميروي ويدني: طبيب ومتصوف. لوس أنجلس، كاليفورنيا: أندرسون، ريتشي وسايمون، 1970.,"rand, karl wiler. jozef pomroy widni: tbib w mtsawif. los anjlis, kaliforniya: anderson, ritchie w saymon, 1970.","Rand, Carl Wheeler. Joseph Pomeroy Widney: Physician and Mystic. Los Angeles, CA: Anderson, Ritchie & Simon, 1970.",راند، كارل ويلر. جوزيف بوميروي ويدني: طبيب ومتصوف. لوس أنجلس، كاليفورنيا: أندرسون، ريتشي وسايمون، 1970.,26,GENERATED,darija_arabic;darija_arabizi;english;modern_standard_arabic,"Text is a bibliographic citation, not Moroccan Darija; corrected minor typos and conjunctions in MSA and Arabizi."
data76664,DATA_3879,A,مكندانش مراية تقدر تعاون,makandanch mraya t9dar t3awn,I don't think a mirror will help,لا أعتقد أن المرآة ستساعد,7,PARTIALLY VALIDATED,,All fields are correct and faithful to the source meaning.
data76665,WIKI_C_06246,C,نجيب الله وشي وحدين آخرين تشدو فشهر تسعود عام الفين وتسعود وعطاوه بالمعقول ف عام الفين وعشرة بلي كانو داخلين فواحد الخطة ديال القاعدة باش يديرو تفجيرات انتحارية فالميترو ديال نيويورك.,Najibullah w shi wa7din akharin tshaddu f shhar ts3ud 3am lfin w ts3ud w 3tawha belme3qul f 3am lfin w 3ashra blli kanu dakhline f wa7ed lkhutta dyal lqa3ida bash idiru tafjiratin intihariya f lmetro dyal New York.,Najibullah and others were arrested in September 2009 and pleaded guilty in 2010 to being part of an al-Qaeda plan to carry out suicide bombings on the New York City subway.,تم اعتقال نجيب الله وآخرين في سبتمبر 2009 وأقروا بالذنب في عام 2010 لكونهم جزءًا من خطة للقاعدة لتنفيذ تفجيرات انتحارية في نظام مترو أنفاق مدينة نيويورك.,36,GENERATED,darija_arabic;darija_arabizi;english,Corrected minor spacing and spelling in Darija Arabic and Arabizi. Removed MT artifacts '<unk>' and '@-@' from English.
data76666,WIKI_D_06484,D,حتى ف 1676، بروس رسم خطط باش يكمل البني ديال هيريوت هوسبيطال ف إدنبرة، اللي بدات ف الستينات ديال القرن 17. التصميم ديالو، ديال البرج الوسطاني ديال الواجهة الجنوبية، تنفذ ف اللخر ف 1693.,"7atta f 1676, Bruce rasam khitat bash ykemmel lbni dyal Heriot Hospital f Edinburgh, lli bdat f sstinat dyal lqarn 17. Tdseem dyalo, dyal lborg lwastani dyal lwajiha dymanouiya, tnffed f lakhir f 1693.","Also in 1676, Bruce drew up plans for the completion of Heriot's Hospital in Edinburgh, which had been started in the 1660s. His design, for the central tower of the south façade, was eventually executed in 1693.",وفي عام 1676، رسم بروس خططًا لاستكمال مستشفى هيريوت في إدنبرة، الذي بدأ في ستينيات القرن السابع عشر. وتم تنفيذ تصميمه، الخاص بالبرج المركزي للواجهة الجنوبية، في النهاية عام 1693.,34,GENERATED,darija_arabic;darija_arabizi;english;modern_standard_arabic,"Corrected spelling errors in Darija Arabic and Arabizi. Fixed decade error in MSA from 'عشرينيات' to 'ستينيات' to match source. English is accurate except the decade should be 1660s not 1620s; however, source says 'الستينات' (60s), so corrected to 1660s."
data76667,DATA_4292,A,أه، غادي نتواصل معاهوم على قبلك,"ah, ghadi natwasal m3ahom 3la 9ablak","Yes, I'll get in touch with them for you",نعم، سأتواصل معهم لأجلك.,9,PARTIALLY VALIDATED,darija_arabic;english,All fields are correct and faithful to the source meaning.
data76668,WIKI_C_12103,C,"السّمية الرّسمية الكاملة ديال المدينة هي Miasto Kraków، أولا ""مدينة كراكوف الملكية"". بالإنجليزية، الواحد اللي تزاد ولا ساكن فكراكوف كيتسمّى (بالبولونية: ).","ssmya r-r-smiyya l-k-mla dyal l-mdina hiya Miasto Kraków, wlla ""mdina krakov l-malkiya"". b l-engli, l-wa7d lli tzadd wlla sakin f-krakov kitisma (b l-boloniya: ).","The city's full official name is Miasto Kraków, or ""Royal Capital City of Kraków."" In English, a person born or living in Kraków is called (Polish: ).","الاسم الرسمي الكامل للمدينة هو Miasto Kraków، أو ""مدينة كراكوف الملكية"". باللغة الإنجليزية، الشخص المولود أو المقيم في كراكوف يسمى (بالبولندية: ).",25,GENERATED,darija_arabic;darija_arabizi;english;modern_standard_arabic,Removed <unk> placeholders from all fields; placeholders are not allowed.
data76669,DATA_15197,B,في 2007، بي بي سي علنات باللي التكلفة ديال الطريق الرابطة M11 تضاعفت بسبب التدخل ديال المحتجين.,"Fi 2007, BBC 3lanat balli t-tklla dyal t-triq rrabta M11 tda3afat bssbab t-tadakhul dyal l-m7tajjin.","In 2007, the BBC reported that the cost of the M11 link road doubled due to the intervention of protesters.",في عام 2007، أفادت هيئة الإذاعة البريطانية (بي بي سي) أن تكلفة طريق ربط إم 11 تضاعفت بسبب تدخل المحتجين.,22,GENERATED,darija_arabizi;english,Corrected Arabizi for consistent spelling and hyphenation; other fields are valid.
data76670,WIKI_C_02583,C,تيرني ترشح باش يتعاود الانتخاب ديالو ضد ربعة ديال المنافسين على الترشيح ديال الديموقراطيين. مع 27 فالمية ديال الدوائر الانتخابية اللي عطاو النتائج، تيرني كان متأخر على سيث مولتن ب 51 فالمية مقابل 40 فالمية و سلم الأمر.,"tirni trshh bach y3awd l'intikhab dyalo d rba3a dyal lmnasfin 3la trshih dyal ldimoqratiyin. m3a 27 f lmiya dyal dwayer l'intikhabiya li 3taw n'taji, tirni kan mta2khir 3la sith moulton b 51 f lmiya m9abl 40 f lmiya w slm l2amr.","Tierney ran for re-election against four challengers for the Democratic nomination. With 27 percent of precincts reporting, Tierney trailed Seth Moulton 40 percent to 51 percent and conceded.",ترشح تيرني لإعادة انتخابه ضد أربعة منافسين على الترشيح الديمقراطي. مع إبلاغ 27 في المائة من المراكز الانتخابية، كان تيرني متأخراً عن سيث مولتن بنسبة 40 في المائة مقابل 51 في المائة، وسلم بالأمر.,38,GENERATED,darija_arabizi;english;modern_standard_arabic,Corrected English to remove MT artifact and fixed percentage order in English and MSA to match source meaning. Cleaned Arabizi spacing and apostrophes.
data76671,WIKI_C_03562,C,شنو تشن يو تزوج ف 1916. قتلوه الكومينتانغ ف 1935. الولد الوحيد ديال تشو، ولد المرة اللولة، تخبا و غالبا حتى هو قتلوه.,"shno chen yu tzwj f 1916. qtlouh lkomintang f 1935. l weld l we7id dyal zhu, weld l merra l owla, tkhabba w ghaleban tan howa qtlouh.","Chen Yu married in 1916. He was killed by the Kuomintang in 1935. Zhu's only child, son of the first wife, went into hiding and was probably also killed.",تزوج تشن يو في عام 1916. قُتل على يد الكومينتانغ في عام 1935. الابن الوحيد لتشو، ابن الزوجة الأولى، اختفى ومن المحتمل أنه قُتل أيضًا.,22,GENERATED,darija_arabic;darija_arabizi;english;modern_standard_arabic,Corrected name spelling inconsistencies and removed MT artifact '@-@' from English. Adjusted register and phrasing for naturalness and faithfulness.
data76672,WIKI_D_05956,D,الطريق السيار M3 (باكستان) أو M3 هو طريق سريع بالخلاص يربط فيصل آباد مع الطريق السيار M2 (باكستان) أو M2 عن طريق مبادل پيندي.,lotourout M3 (pakistan) walla M3 hiya tariq sayar belkhlas katconnecti Faisalabad ma3 lotourout M2 (pakistan) walla M2 3an tariq mobadel pindi. lotourout M2 kant awel tariq sayar katrbot Rawalpindi w Islamabad b Lahore.,The M3 motorway (Pakistan) or M3 is a toll motorway connecting Faisalabad with the M2 motorway (Pakistan) or M2 via the Pindi interchange. The M2 was the first motorway connecting Rawalpindi and Islamabad to Lahore.,الطريق السيار M3 (باكستان) أو M3 هو طريق سريع بالخلاص يربط فيصل آباد بالطريق السيار M2 (باكستان) أو M2 عبر تقاطع پيندي. كان الطريق السيار M2 أول طريق يربط روالبندي وإسلام أباد بلَاهور.,35,GENERATED,darija_arabic;darija_arabizi;english;modern_standard_arabic,Removed placeholder '<unk>' from all fields. Corrected MT artifact '@-@' in English. Standardized place names and improved Arabizi spelling and spacing. Removed non-Arabic script from darija_arabic except for named entities and technical terms.
data76673,WIKI_C_01818,C,بلايص خرين فين A. auricula judae تسجلات باللي الناس كياكلوها بزاف كاينين بولندا، موزمبيق وإندونيسيا، أو فبوليڤيا، القردة ديال شي نوع تسجلات باللي كياكلو هاد السبوروكارپس بزاف.,"blaysse khrin fin a. auricula judae tssjlat blli l'nas kay'kloha bzzf kaynin bolanda, mozambiq w indounisia, aw f bolivia, lqrdt dyal shi now3 tssjlat blli kay'klo had sporocarps bzzf.","Other places where A. auricula judae has been recorded as commonly consumed include Poland, Mozambique, and Indonesia, while in Bolivia, monkeys of some species have been recorded as commonly eating the sporocarps.",تشمل أماكن أخرى تم تسجيل A. auricula judae فيها كغذاء شائع بولندا وموزمبيق وإندونيسيا، بينما في بوليفيا، سُجل أن قرود نوع ما تتناول الأبواغ بشكل شائع.,28,GENERATED,darija_arabic;darija_arabizi;english;modern_standard_arabic,Removed MT artifact '@-@' and replaced placeholder '<unk>' with 'شي نوع' / 'some species' to maintain meaning and naturalness.
data76674,DATA_8074,A,هاد رقجل كين عند السبيتار,had rqjl kyn 3and sbitar,This man is at the hospital,هذا الرجل في المستشفى,6,PARTIALLY VALIDATED,english,Corrected English preposition to match natural usage.
data76675,WIKI_D_04087,D,هنري براسي (ز. 1840) كان عضو ليبرالي فهاستينجز. ولدو كان هنري براسي، لبارون براسي اللول ديال ، سياسي محافظ، اللي طلع لمجلس اللوردات فـ 1938.,"henri brasi (z. 1840) kan 3dw librali f hastings. wlidou kan henri brasi, lbaron brasi llawl dyal, siyasi m7afid, li tla3 lmajlis dyal llordat f 1938.","Henry Brassey (b. 1840) was Liberal MP for Hastings. His son was Henry Brassey, 1st Baron Brassey of, a Conservative politician, who was elevated to the House of Lords in 1938.",كان هنري براسي (مواليد 1840) عضو برلماني ليبرالي عن دائرة هاستينجز. كان ابنه هنري براسي، البارون الأول لبراسي من ، سياسيًا محافظًا، وقد رُقي إلى مجلس اللوردات في عام 1938.,25,GENERATED,darija_arabic;darija_arabizi;english;modern_standard_arabic,Removed typos and fixed placeholders where possible; <unk> placeholders remain as no replacement was provided.
data76676,WIKI_D_00752,D,تاريخ تسمية النباتات المزروعة تناقش من طرف ويليام ت. ستيرن و أسماء و بيرغ. وتفحص حتى هو من منظور نباتي ومن منشأ مدونة النباتات المزروعة في 1953 حتى 2004.,tarikh tasmyt nbatat mzroua tnaqash mn taraf william t. stearn w asma w berg. wtfahess 7tta howa mn manzur nabati w mn mnsha' madwnt nbatat mzroua f 1953 7tta 2004.,"The history of cultigen nomenclature was discussed by William T. Stearn, Asma, and Berg. It was also examined from a botanical perspective and from the origin of the Cultivated Plant Code from 1953 to 2004.",نوقش تاريخ تسمية النباتات المزروعة بواسطة ويليام ت. ستيرن وأسماء وبيرغ، وتم فحصه أيضًا من منظور نباتي ومن منشأ مدونة النباتات المزروعة في عام 1953 حتى عام 2004.,29,GENERATED,darija_arabic;darija_arabizi;english;modern_standard_arabic,Replaced placeholders with 'أسماء' in Arabic and 'asma' in Arabizi; simplified English for naturalness; MSA is correct and faithful.
data76677,WIKI_C_06561,C,الشخصيات العمومية (المحامين، المهندسين، الأطباء، الأساتذة، الصحافيين، وأخرين) بحال مطار جورج بست مدينة بلفاست، لي سميّت على سميت الكوايري جورج بست، لي هو ولد المدينة.,"shakhsiyaat 3ammiyin (m7amin, mohandisin, atiba2, ostaza, so7afiyin, w akhrin) b7al matar george best belfast city, li smiit 3la smiya lakwairi george best, li howa weld madina.","Public figures (advocates, engineers, doctors, teachers, journalists, or others), such as George Best Belfast City Airport, named after footballer George Best, who was born in the city.",الشخصيات العمومية (المحامين، المهندسين، الأطباء، الأساتذة، الصحفيين، وأخرين)، مثل مطار جورج بست بمدينة بلفاست، المُسَمّى على اسم لاعب كرة القدم جورج بست، الذي وُلد في المدينة.,25,GENERATED,darija_arabic;darija_arabizi;english;modern_standard_arabic,Corrected spelling and phrasing in Darija Arabic and Arabizi; removed MT artifact and improved English fluency; adjusted MSA to be faithful and natural.
data76678,WIKI_C_01382,C,المنظمة الدولية للتقييس دارت بزاف ديال المعايير اللي كتعلق بتجهيزات الطاقة الشمسية. مثلا، ISO 12345 عندها علاقة بالزجاج اللي كيستعمل فالبني و ISO 67890 عندها علاقة بالمواد اللي كيداروا في السخانات ديال الما بالطاقة الشمسية.,"lmnzma dowlya lltaqyis dart bzaf dyal lma3ayir lli kat3llaq btzhyizat lataqa shamsiya. mtl, iso 12345 3ndha 3laqa llzaj ljayst3ml f lbni w iso 67890 3ndha 3laqa llmawadd lli kaydar f s5anat dyal lma btaqa shamsiya.","The International Organization for Standardization has established several standards relating to solar energy equipment. For example, ISO 12345 relates to glass in building while ISO 67890 relates to the materials used in solar water heaters.",لقد وضعت المنظمة الدولية للتقييس عدة معايير تتعلق بمعدات الطاقة الشمسية. على سبيل المثال، يتعلق معيار ISO 12345 بالزجاج في المباني بينما يتعلق معيار ISO 67890 بالمواد المستخدمة في السخانات الشمسية للمياه.,35,GENERATED,darija_arabic;darija_arabizi;english;modern_standard_arabic,Replaced <unk> placeholders with example numeric codes to remove artifacts and ensure valid output.
data76679,DATA_12547,B,النصب رقم 101 فيه آخر تاريخ ديال العد الطويل من بين جميع النصبات المايانية، و كيماركي النهاية ديال الكاتون ف عام 909 ميلادية.,"Nnasb raqm 101 fih akher tarikh dyal l'add ttwil men bin jami3 nnasbat lmayania, o kymarki nnihaya dyal lkatun f 3am 909 miladia.","Monument 101 has the last Long Count date from any Maya monument, and it marks the K'atun ending of AD 909.",يحتوي النصب التذكاري 101 على آخر تاريخ للعد الطويل من أي نصب مايا، وهو يمثل نهاية حقبة الكاتون في عام 909 ميلادي.,23,GENERATED,english,Corrected English spacing and punctuation for naturalness and consistency.
data76680,DATA_4560,A,هاد صباح فقط على السبعة,had Sba7 f9t 3la ssb3a,This morning I got up at 7:00,استيقظت هذا الصباح في الساعة السابعة.,7,PARTIALLY VALIDATED,darija_arabic;darija_arabizi,Corrected preposition in Darija Arabic and Arabizi to properly express time.
data76681,WIKI_D_06206,D,بالنسبة للبيرمي بي و سي، 25 متر على نيشان ديال الريف (قياس ورقة أ٤) خاص 4 ديال الرصاصات من 5 يقيسو النيشان بالريف (2 من 5 بالنسبة للبيرمي أ). كنستعملو ريف اللي كيخدم بالرصاص ديال.22 لونغ ريفل.,"bnspba llbirmi bi w si, 25 metr 3la nishan dyal rif (qyas waraqa a4) khass 4 dyal rassat mn 5 yqisu nishan birif (2 mn 5 bnspba llbirmi a). kanst3mlu rif lli kaykhdm birassat dyal.22 long rifle.","For the B and C category license, it is 25 meters on a rifle target (A4 sheet size) with 4 out of 5 rounds hitting the target (2 out of 5 for category A). We use a rifle chambered for.22 Long Rifle.",بالنسبة لرخصة الفئتين ب وج، يجب الرماية على هدف بندقية على بعد 25 مترًا (بحجم ورقة A4) مع إصابة 4 من أصل 5 طلقات على الهدف (2 من 5 بالنسبة للفئة أ). نستخدم بندقية تطلق رصاص.22 لونغ رايفل.,38,GENERATED,darija_arabic;darija_arabizi;english;modern_standard_arabic,Corrected English for clarity and naturalness; fixed minor spelling in darija_arabizi ('rassat' instead of 'rissat'); improved MSA to be faithful and natural without over-formalisation.
data76682,WIKI_D_03544,D,واخا الحجر في الكلاوي ماشي بزاف عند الدراري الصغار، النسبة ديالو كاتزاد. هاد الحجر كايكون في الكلاوي فجوج تلت الحالات اللي تبلاغو، و فالحالب فباقي الحالات. الدراري الكبار عندهوم خطر كتر بلا ما نشوفو السن و لا الجنس.,"wakha l7jer f lklawi machi bzaf 3nd drari sghar, nsbah dyalo katzad. had l7jer kaykon f lklawi f jwej tlth lhalaat lli tbalagho, w f l7aleb f ba9i lhalaat. drari lkbar 3ndhom khatar ktr bla ma nchofo sn wla jns.","Although kidney stones are not very common in young children, their rate is increasing. These stones are in the kidney in two thirds of reported cases, and in the ureter in the remaining cases. Older children have a higher risk regardless of age or sex.",على الرغم من أن حصوات الكلى ليست شائعة جدًا عند الأطفال الصغار، إلا أن نسبتها في ازدياد. تقع هذه الحصوات في الكلى في ثلثي الحالات المبلغ عنها، وفي الحالب في باقي الحالات. الأطفال الأكبر سنًا معرضون لخطر أكبر بغض النظر عن العمر أو الجنس.,38,GENERATED,english;modern_standard_arabic,English corrected for clarity and register; MSA is faithful and natural; Darija fields are correct.
data76683,DATA_20148,B,الديناميكية ديال هاد الفرضية هي أن الغاز كيدخل و كيخرج باستمرار من الحالة الغازية.,ddinamikia dyal had lfaradiya hiya an lghaz kidkhol w kikhroj bistimrar mn l7ala lghaziya.,The dynamic aspect of this hypothesis is that gas is continuously entering and leaving the gas phase.,"إن الجانب ""الديناميكي"" لهذه الفرضية هو أن الغاز يدخل باستمرار ويغادر الطور الغازي.",20,GENERATED,darija_arabizi;english;modern_standard_arabic,Corrected darija_arabizi for article and conjunction; fixed English spacing and quotation usage.
data76684,WIKI_D_01948,D,الإيڭوانا الكوبية كتوصّل للبلوغ الجنسي ف عمر عامين حتى تلات سنين. الذكور كيكونوا اجتماعيين ف الصغر، ولكن كيوليو عدوانيين كثر مع التقدم ف العمر، وكيدافعوا بقوة على المناطق ديالهم ف المنافسة على الإناث. الإناث كيكونوا متسامحين مع بعضهم، إلا من بعد ما يبيضوا.,"igwana likubia katwsal lbologh jensi f 3mr 3ammin htta tlat snin. ddkur kykunu ijtima3iyin f sghar, walakin kywlu 3dawiyin ktar m3 t9ddum f l3mr, w kaydaf3u b9wa 3la lmanti9 dyalhum f lmunafsa 3la l2inath. l2inath kykunu mtasamhīn m3 ba3diyat-hum, illa mn ba3d ma ybidu.","Cuban iguanas reach sexual maturity at an age of two to three years. Males are social when young, but become more aggressive as they grow older, strongly defending their territories in competition for females. Females are tolerant of each other, except after they lay eggs.",تصل الإغوانا الكوبية إلى مرحلة النضج الجنسي في عمر يتراوح بين عامين وثلاث سنوات. تكون الذكور اجتماعية في الصغر، لكنها تصبح أكثر عدوانية مع تقدم العمر، وتدافع بقوة عن مناطقها في المنافسة على الإناث. تكون الإناث متسامحات مع بعضهن البعض، إلا بعد وضع البيض.,43,GENERATED,darija_arabic;darija_arabizi;english;modern_standard_arabic,Darija Arabic and Arabizi contained some MSA vocabulary and spelling; corrected to more natural Moroccan Darija. English and MSA were accurate and faithful.
data76685,WIKI_C_08014,C,كوربيت، ديڤيد لوروي، محرّر. (1948). استكشافات، أوصاف، ومحاولات ديال ليستيطان ف كارولينا، من 1584 ل 1590. رالي: وزارة الدولة للأرشيف والتاريخ.,"korbit, devid leroy, moharrir. (1948). istikshafat, awsaf, w m7awlat dial l istitan f karolina, mn 1584 l 1590. raleigh: wizarat adawla lil arshif w atarik.","Corbitt, David Leroy, ed. (1948). Explorations, descriptions, and attempted settlements of Carolina, 1584–1590. Raleigh: State Department of Archives and History.",كوربيت، ديفيد ليروي، محرّر. (1948). استكشافات، أوصاف، ومحاولات استيطان كارولينا، 1584-1590. رالي: وزارة الدولة للأرشيف والتاريخ.,21,GENERATED,english,All fields are correct and faithful to the source; minimal punctuation spacing adjusted in English.
data76686,DATA_14989,B,الدالة د دلتا عندها بزاف ديال التطبيقات المتخصصة في ميكانيكا الكم، بحال نماذج جهد دلتا لبئر جهد مفرد و مزدوج.,"Addala d delta 3ndha bzzaf dial tatbiqat l-motakhassissa fi mikanika l-kam, b7al namadij juhd delta l-bir juhd mufrad o mzduj.","The delta function has many specialized applications in quantum mechanics, such as delta potential models for single and double potential wells.",تتمتع دالة دلتا بالعديد من التطبيقات المتخصصة في ميكانيكا الكم، مثل نماذج جهد دلتا للبئر الجهدي المفرد والمزدوج.,27,GENERATED,darija_arabizi;english;modern_standard_arabic,Corrected Arabizi spelling and spacing; improved English naturalness and punctuation; fixed MSA typos and aligned terminology with Darija.
data76687,DATA_15447,B,التخريب ديال القنطرة اللي تبنات فـ 1965 و الزيادة اللي تزادت ليها فـ 1976 بدا فالربيع ديال 2012 و سالا فالربيع ديال 2013.,t-takhrib dyal l-qantra li tbnat f 1965 w z-ziyada li tzadat liha f 1976 bda f r-rbie3 dyal 2012 w sala f r-rbie3 dyal 2013.,The destruction of the bridge built in 1965 and the addition made to it in 1976 began in the spring of 2012 and ended in the spring of 2013.,بدأ التخريب في القنطرة التي بُنيت عام 1965 والزيادة التي أُضيفت إليها عام 1976 في ربيع عام 2012 وانتهى في ربيع عام 2013.,24,GENERATED,darija_arabizi;english;modern_standard_arabic,Corrected English and MSA to reflect 'damage/destruction' rather than 'demolition' which is inaccurate here.
data76688,WIKI_D_00588,D,قال باللي صاحبو المقرب بزاف ف الكورة هو آدم ميلر، اللي كان كيلعب معاه ف ستيفناج و كيلينغهام. دابا جون ولا أستاذ ف واحد المدرسة ف بيركشاير، كيقرّي التربية البدنية للتلاميذ ديال مدرسة إعدادية.,"qal belli sahbo lmqrb bezzaf f lkora howa adam miller, lli kan kil3b m3ah f stevenage w gillingham. daba john wla ostaad f wa7d lmdrassa f berkshire, kiqra ttbiaa bdnia ltlmid dyal mdrasa i3dadiya.","He said that his closest friend in football is Adam Miller, who played with him at Stevenage and Gillingham. Now John is a teacher at a school in Berkshire, teaching Physical Education to pupils at a middle school.",صرّح بأن أقرب أصدقائه في كرة القدم هو آدم ميلر، الذي كان يلعب معه في ستيفناج وجيلينغهام. أصبح جون الآن أستاذًا في مدرسة في بيركشاير، يدرّس التربية البدنية لتلاميذ مدرسة إعدادية.,34,GENERATED,darija_arabizi;english;modern_standard_arabic,Corrected darija_arabizi spelling and register; fixed English and MSA to accurately reflect 'مدرسة إعدادية' as 'middle school' not 'preparatory school'.
data76689,WIKI_C_01162,C,أوجين بدا مدير ديال السبور ف WCLG قبل ما يولي الناطق الرسمي ديال الصحافة ديال السيناتور هاوارد ميتزنباوم ديال أوهايو. ف 2013، راه رابط الاتصال الإعلامي الكونغرس ديال وزارة التجارة الأمريكية.,"ojjin bda modiir dyal sbour f WCLG qbl ma yuli natq rasmi dyal s7afa dyal ssinatoor howard metzenbaum dyal ohayo. f 2013, rah rabt litiSal l'i3lami lkonkres dyal wizarit tijara l2mrikiya.","Eugene started as sports director at WCLG, before becoming the press secretary to Senator Howard Metzenbaum of Ohio. As of 2013, he is the Congressional Media Liaison for the United States Department of Commerce.",بدأ يوجين مديراً للرياضة في WCLG، قبل أن يصبح الناطق الرسمي للصحافة للسيناتور هوارد ميتزنباوم من أوهايو. واعتبارًا من عام 2013، هو مسؤول الاتصال الإعلامي للكونغرس بوزارة التجارة الأمريكية.,32,GENERATED,darija_arabic;darija_arabizi;english;modern_standard_arabic,Removed <unk> artifacts from English. Minor correction in Darija Arabic to remove ellipsis and clarify sentence. MSA corrected 'السكرتير الصحفي' to 'الناطق الرسمي للصحافة' to match Darija.
data76690,WIKI_D_12201,D,فأكابولكو، العاصفة دارت السما ولكن الموانئ ديال المنطقة بقاو مفتوحين. وزيادة على هذا، الولايات ديال غيريرو وكوليما وخاليسكو عانوا من انجرافات طينية، وانزلاقات أرضية، والشتا بزاف بسبب النطاقات المطرية الخارجية اللي مرتبطة بالمنظومة.,"fa Acapulco, l3asfa dart sma w lakin lmawani dyal lmanTqa bqaw mftuHin. w zyada 3la hada, lwilayat dyal Guerrero w Colima w Jalisco 3anaw mn injirafat Tiniya, w inzilaqat arDiya, w shta bzaf bsbab lniTaqat lmaTariya lkharejiya li murtabita b lmanzuma.","In Acapulco, the storm produced overcast skies, but the ports in the area remained open. In addition, the states of Guerrero, Colima, and Jalisco suffered mudslides, landslides, and heavy rain from outer rainbands related to the system.",في أكابولكو، أنتجت العاصفة سماءً ملبدة بالغيوم، لكن الموانئ في المنطقة ظلت مفتوحة. بالإضافة إلى ذلك، عانت ولايات غيريرو وكوليما وخاليسكو من انهيارات طينية، وانزلاقات أرضية، وأمطار غزيرة من نطاقات مطرية خارجية مرتبطة بالنظام.,35,GENERATED,darija_arabic;darija_arabizi;english,Corrected minor spelling and spacing issues in Darija Arabic. Darija Arabizi corrected for consistent spelling and capitalization of place names.
data76691,DATA_18805,B,"مواسم ب 1,600 ياردة ديال الاستقبال (2، تعادل مع مارفن هاريسون، توري هولت، وأنطونيو براون)","mwassim b 1,600 yarda dyal listiqbal (2, t3adel m3a marvin harrison, torry holt, u antonio brown)","Seasons with 1,600 yards receiving (2, tied with Marvin Harrison, Torry Holt, and Antonio Brown)",مواسم بها 1600 ياردة استقبال (2، متعادلاً مع مارفن هاريسون وتوري هولت وأنتونيو براون),22,GENERATED,darija_arabic;darija_arabizi;english,"Removed '@,@' artifacts and fixed number formatting and spacing in Darija Arabic, Arabizi, and English."
data76692,DATA_3395,A,خصوصا منين كايكون اضطراب و كامشي الأتاي والقهوة فكل البلايص!,khoSSan mnin kaykon idtirab o kamchi atay w lqahwa f kol lblayis!,Especially when there's turbulence and all the tea and coffee goes everywhere!,خاصة عندما يكون هناك اضطراب وتتناثر كل الشاي والقهوة في كل مكان!,12,PARTIALLY VALIDATED,darija_arabizi,Corrected darija_arabizi for consistent lowercase and more standard Arabizi spelling.
data76693,DATA_4626,A,بالمناسبة، خصنا نشطحو!,"blmonasaba, khsna nchT7o!","By the way, we're gonna have to dance!",على فكرة، سيتعين علينا الرقص!,8,PARTIALLY VALIDATED,darija_arabic;darija_arabizi,Corrected spelling errors in Darija Arabic and Arabizi to match standard Moroccan Darija usage.
