"annotation_id","annotator","classe","corrected_darija_arabic","corrected_darija_arabizi","corrected_english","corrected_msa","created_at","darija_arabic","darija_arabizi","data_id","decision","english","english_word_count","final_comment","id","lead_time","modern_standard_arabic","status","updated_at"
11,"1","B","العيالات اللي ناوين يحمالو فـ 3 شهور الجاية، والحوامل، والعيالات اللي كيرضعو، من الأحسن ما ياكلوش لحم الحوت (بالأخص الحيتان الكبيرة) كاع.","l-3yalat lli nawyin y-7amlu f-3 ch-hour l-jayya, w-l-7awamel, w-l-3yalat lli kiy-reḍḍ3u, mn l-a7san ma-yaklu-ch l-7em l-7out ga3.","Women who plan to get pregnant within 3 months , pregnant women and women who breastfeed should probably not eat whale meat at all .","يُفضل ألا تتناول النساء اللاتي يخططن للحمل في غضون 3 أشهر، والنساء الحوامل، والمرضعات لحوم الحيتان على الإطلاق.","2026-03-04T12:57:08.493030Z","لعيلات اللي ناوين يحملو ف 3 شهور الجاية، و الحوامل، و المرضعات من الأحسن ما ياكلوش لحم الحوت كاع.","L'aيلات li nawyine y7emlo f 3 chhour ljaya, o l7awamel, o lmorDi3at mn l'a7san mayakloch l7em l7out ga3.","data52544","VALIDATED","Women who plan to get pregnant within 3 months , pregnant women and women who breastfeed should probably not eat whale meat at all .",25,"English was more accurate than MSA","DATA_21155",148.463,"يُفضل ألا تتناول النساء اللاتي يخططن للحمل في غضون 3 أشهر، والنساء الحوامل، والمرضعات لحوم الحيتان على الإطلاق.","GENERATED","2026-03-04T12:57:08.493092Z"
12,"1","C"," حتى لغشت 2008، آخر حساب ديال تأثير ""روسيتر-مكلوغلين"" ديال HD 209458 b، وبالنتيجة زاوية دوران المدار هي ناقص 4.4 زائد ناقص 1.4 درجة.","7tta l-ghusht 2008, akher hsab dyal ta'thir Rossiter-McLaughlin dyal HD 209458 b, w b-nnatija zawiyat dawaran l-madar hiya naqis 4.4 zayid naqis 1.4 daraja.","As of August 2008 , the most recent calculation of HD 209458 b 's Rossiter – McLaughlin effect and hence spin – orbit angle is − 4 @.@ 4 ± 1 @.@ 4 ° .","اعتبارًا من أغسطس 2008، فإن أحدث حساب لتأثير روسيتر-مكلوغلين للكوكب HD 209458 b، وبالتالي زاوية الدوران والمدار، هو 4.4 ± 1.4 درجة.","2026-03-04T13:00:39.483811Z","حتى غشت 2008، آخر حسبة ديال تأثير روسيتر-مكلوغلين ديال HD 209458 b و بالتالي الزاوية ديال الدوران والمدار هي ناقص 4.4 زائد ناقص 1.4 درجة.","htta ghusht 2008, l'akher hsba dyal ta'thir rossiter-mclaughlin dyal HD 209458 b w bttali zawia dyal douran w l' مدار hi na9s 4.4 zayid na9s 1.4 daraja.","data52545","VALIDATED","As of August 2008 , the most recent calculation of HD 209458 b 's Rossiter – McLaughlin effect and hence spin – orbit angle is − 4 @.@ 4 ± 1 @.@ 4 ° .",25,"English was more accurate than MSA","WIKI_C_11863",203.833,"اعتبارًا من أغسطس 2008، فإن أحدث حساب لتأثير روسيتر-مكلوغلين للكوكب HD 209458 b، وبالتالي زاوية الدوران والمدار، هو 4.4 ± 1.4 درجة.","GENERATED","2026-03-04T13:00:39.483856Z"
13,"1","B","فـ الحرب العالمية الثانية، استولى الجيش على ""مونتاكيوت""، وجنود ميريكان تكمپاو فـ الأراضي اللي دايرة بيها قبل إنزال نورماندي.","f-l-7arb l-3alamiya t-tanya, istawla l-jich 3la ""Montacute"", w-jnoud mirikan t-kmpaw f-l-aradi lli dayra biha qbel inzal Normandy.","During the Second World War , Montacute was requisitioned by the army , and American soldiers were billeted in the surrounding parkland before the Normandy landings .","خلال الحرب العالمية الثانية، استولت الجيش على مونتاكوت، وتم إيواء الجنود الأمريكيين في الأراضي المحيطة بالحديقة قبل إنزال نورماندي.","2026-03-04T13:04:55.413119Z","فالحرب العالمية الثانية، مونتاكيوت تّخدّات من طرف الجيش، وجنود ميريكان تكمپاو فالأراضي اللي دايرة بيها قبل منزال نورماندي.","falharb l3alamiya ttanya, montakyot tّkhddat mn taraf ljaysh, wjnod mirikan tkmpaw falaradi lli dayra biha qbl mnzal normandi.","data52546","VALIDATED","During the Second World War , Montacute was requisitioned by the army , and American soldiers were billeted in the surrounding parkland before the Normandy landings .",27,"English was more accurate than MSA","DATA_15237",230.438,"خلال الحرب العالمية الثانية، استولت الجيش على مونتاكوت، وتم إيواء الجنود الأمريكيين في الأراضي المحيطة بالحديقة قبل إنزال نورماندي.","GENERATED","2026-03-04T13:04:55.413157Z"
14,"1","A","أنا غادي نشكر اللي قراوني.","ana ghadi nchker lli qrawni.","i will praise my teachers","سأثني على معلمي","2026-03-04T13:06:48.766604Z","أنا غادي ن مدح لي قراوني","ana ghadi n mde7 li 9rawni","data52547","VALIDATED","i will praise my teachers",5,"Both english and MSA were accurate","DATA_8914",106.955,"سأثني على معلمي","PARTIALLY VALIDATED","2026-03-04T13:06:48.766637Z"
15,"1","B","ولكن بما أن mx ∈ [0, 1)، اللوغاريتم اللي على اليمين ممكن يتقرب بـ","walakin bima anna mx ∈ [0, 1), llogharitm lli 3la limin momkin itqerrab b-","but since mx ∈ [ 0 , 1 ) , the logarithm on the right hand side can be approximated by","ولكن بما أن س تنتمي إلى الفترة [ 0 ، 1 ) ، يمكن تقريب اللوغاريتم في الطرف الأيمن بواسطة","2026-03-04T13:11:53.301261Z","وبما أن mx ∈ [0, 1)، اللوغاريتم اللي على اليمين ممكن يتقرب بـ","w bima anna mx ∈ [0, 1), llogharitm lli 3la limin momkin itqerrab bـ","data52548","VALIDATED","but since mx ∈ [ 0 , 1 ) , the logarithm on the right hand side can be approximated by",21,"English was more accurate than MSA","DATA_17987",240.407,"ولكن بما أن س تنتمي إلى الفترة [ 0 ، 1 ) ، يمكن تقريب اللوغاريتم في الطرف الأيمن بواسطة","GENERATED","2026-03-04T13:11:53.301323Z"
16,"1","D","البوارج المدرعة من نوع هيكتور، بحال لي سبقوهوم مباشرة من نوع ديفنس، تصاوبو باش يكونو نسخ صغار ورخاص من الفريݣطات المدرعة من نوع واريور. كانو نسخ معدلة من نوع ديفنس بزيادة ف التدريع وموطورات قويين كتر.","lbawarij lmdrre3a mn naw3 Hector, b7al li sbeqouhom mobacharatan mn naw3 Defence, tsaoubou bach ykounou nosakh sghar w rkhas mn lfrigatat lmdrre3a mn naw3 Warrior. Kanou nosakh m3eddla mn naw3 Defence b ziyada f tdri3 w motorat qwiyin kter.","The Hector @-@ class ironclads , like their immediate predecessors , the Defence class , were designed as smaller and cheaper versions of the Warrior @-@ class armoured frigates . They were modified versions of the Defence class with additional armour and more powerful engines .","تم تصميم البوارج المدرعة من فئة هيكتور، مثل سابقاتها المباشرة من فئة ديفنس، كنسخ أصغر وأرخص من الفرقاطات المدرعة من فئة واريور. كانت نسخًا معدلة من فئة ديفنس مع تدريع إضافي ومحركات أقوى.","2026-03-04T13:14:15.970876Z","الحديد المدرع من نوع هيكتور، بحال لي سبقوهوم ديفنس، تصاوبو باش يكونو نسخ صغار و رخاص من الفريݣطات المدرعة من نوع واريور. كانو نسخ معدلة من نوع ديفنس بزيادات ف التدريع و موطورات قوية كتر.","lحديد lmdr3 mn naw3 hector, b7al li sbeqo-hom defence, tsawbo bach ykouno nsox sghar w rkhas mn lfrigat lmdr3a mn naw3 warrior. kanou nsox m3wdla mn naw3 defence bziyadat f tdr3 w motorat qwiya ktar.","data52549","VALIDATED","The Hector @-@ class ironclads , like their immediate predecessors , the Defence class , were designed as smaller and cheaper versions of the Warrior @-@ class armoured frigates . They were modified versions of the Defence class with additional armour and more powerful engines .",35,"Both english and MSA were accurate","WIKI_D_09217",139.511,"تم تصميم البوارج المدرعة من فئة هيكتور، مثل سابقاتها المباشرة من فئة ديفنس، كنسخ أصغر وأرخص من الفرقاطات المدرعة من فئة واريور. كانت نسخًا معدلة من فئة ديفنس مع تدريع إضافي ومحركات أقوى.","GENERATED","2026-03-04T13:14:15.970913Z"
17,"1","A","مغاديش نسجلك فهاد المدرسة","maghadich nsejjlek fhad lmdrassa","i will not add you to this school","لن أضيفك إلى هذه المدرسة","2026-03-04T13:19:38.951844Z","مابقيتش باغي نسجلك فهاد المدرسة","mab9itch baghi nsejjelek fhad lmadrassa","data52550","VALIDATED","i will not add you to this school",8,"Both english and MSA were accurate","DATA_9252",317.47,"لن أضيفك إلى هذه المدرسة","PARTIALLY VALIDATED","2026-03-04T13:19:38.951884Z"
18,"1","A","علاش مابغيتيش تسلم عليا","3lach mabghitich tsellem 3liya","why you dont wanna shake my hand","لماذا لا تريد مصافحتي؟","2026-03-04T13:26:06.692618Z","علاش مابغيتيش تسلم","3lach mabghitich t sllem","data52551","VALIDATED","why you dont wanna shake my hand",7,"Both english and MSA are accurate","DATA_9872",313.835,"لماذا لا تريد مصافحتي؟","PARTIALLY VALIDATED","2026-03-04T13:26:06.692661Z"
19,"1","D","على حساب واحد التيتر فلبداية، هادي وحدة من حلقات ""ضايعين"" اللي عاد بانوا فالسرداب ديال عائلة گريفين؛ والأحداث كتدور فمارس 2007، قبل ما يشدوا أو. جي. سيمپسون فشهر تسعود ديال 2007 بتهمة السرقة المسلحة.","3la 7sab wa7d ttitr f lbdaya, hadi wa7da mn 7alaqat ""day3in"" lli 3ad banou f ssrdab dyal 3ailat Griffin; w l2a7dat katdor f mars 2007, qbl ma ychddou O.J. Simpson f chhr ts3oud dyal 2007 b touhmat sserqa lmosalla7a.","According to an opening title card , this is one of several recently discovered "" lost episodes "" found in the Griffin family basement ; it takes place in March 2007 , prior to O. J. Simpson 's September 2007 arrest for armed robbery .","وفقًا لبطاقة افتتاحية، فهذه إحدى ""الحلقات المفقودة"" المكتشفة حديثًا والتي تم العثور عليها في قبو عائلة غريفين؛ وتدور أحداثها في مارس 2007، قبل اعتقال أو. جيه. سيمبسون في سبتمبر 2007 بتهمة السرقة المسلحة.","2026-03-04T13:33:05.777438Z","على حساب واحد تيتخ فلبداية، هادي وحدة من شي حلقات ""ضايعين"" اللي عاد بانوا فالسرداب ديال عائلة گريفين؛ و الواقع كيدور فمارس 2007، قبل ما يشدوا أو. جي. سيمپسون فشهر تسعود ديال 2007 بتهمة السرقة المسلحة.","3la 7sab wa7d tit7 falbdaya, hadi wa7da mn chi 7alaqat ""day3in"" li 3ad banaw fsrddab dyal 3aelt griffin; w lwaqe3 kaydor fmar2007, qbl ma ychdo o.j. simpson fchhr tsu3 dyal 2007 btomt sreeqa msl7a.","data52552","VALIDATED","According to an opening title card , this is one of several recently discovered "" lost episodes "" found in the Griffin family basement ; it takes place in March 2007 , prior to O. J. Simpson 's September 2007 arrest for armed robbery .",36,"Both english and MSA are accurate","WIKI_D_01601",415.048,"وفقًا لبطاقة افتتاحية، فهذه إحدى ""الحلقات المفقودة"" المكتشفة حديثًا والتي تم العثور عليها في قبو عائلة غريفين؛ وتدور أحداثها في مارس 2007، قبل اعتقال أو. جيه. سيمبسون في سبتمبر 2007 بتهمة السرقة المسلحة.","GENERATED","2026-03-04T13:33:05.777510Z"
20,"1","A","الهوية الثقافية ديال بلادو","lhowiya ttaqafiya dyal blado","the cultural identity of his country","الهوية الثقافية لبلده","2026-03-04T13:35:03.403111Z","القوية الثقافية ديال بلادو","l8owiya tta9afia dyal blado","data52553","VALIDATED","the cultural identity of his country",6,"Both english and MSA are accurate","DATA_2487",90.504,"الهوية الثقافية لبلده","PARTIALLY VALIDATED","2026-03-04T13:35:03.403144Z"
21,"1","B","جوج سميات من اللائحة ديال وسط المحيط الهادئ تستعملو – أوليكي وويلا، وبجوج كانت أول مرة يتستعملو فيها.","jouj smeyyat men l-la2i7a dyal wast l-mu7it l-hadi tsta3mlou - Uliki w Wila, w bjoj kanet awwel marra ytsta3mlou fiha.","Two names from the Central Pacific list were used – Uleki and Wila , both being their first usage .","تم استخدام اسمين من قائمة المحيط الهادئ المركزي - أوليكي ويلا، وكلاهما استخدامهما الأول.","2026-03-04T13:37:38.619810Z","جوج سميات من اللائحة ديال وسط المحيط الهادئ استعملو – أوليكي و ويلا، و بجوج كانت أول مرة كيتستعملو.","jouj smeyyat men l-la2iha dyal wast l-mu7it l-hadi sta3mlo - 2uliki w wila, w bjoj kanet awwel marra kit-sta3mlo.","data52554","VALIDATED","Two names from the Central Pacific list were used – Uleki and Wila , both being their first usage .",20,"English was more accurate than MSA","DATA_19380",153.019,"تم استخدام اسمين من قائمة المحيط الهادئ المركزي - أوليكي ويلا، وكلاهما استخدامهما الأول.","GENERATED","2026-03-04T13:37:38.619850Z"
22,"1","C","الخواص الكهربائية ديال السيليكون والجرمانيوم هما اللي خلاو الصناعة ديال أشباه الموصلات تبدا ف الخمسينات، والتطور ديال ليليكترونيك الصلبة من البدية د الستينات.","lkhawas lkahraba2iya dyal ssilikon w jjirmaniyom homa lli khallaw ssina3a dyal achbah lmosilat tbda f lkhamsinat, w ttawwor dyal lilektronik ssolba mn lbdya d ssttinat.","The electrical properties of silicon and germanium enabled the establishment of the semiconductor industry in the 1950s and the development of solid @-@ state electronics from the early 1960s .","مكنت الخواص الكهربائية للسيليكون والجرمانيوم من تأسيس صناعة أشباه الموصلات في الخمسينيات من القرن الماضي، وتطوير الإلكترونيات ذات الحالة الصلبة منذ أوائل الستينيات.","2026-03-04T13:39:27.318985Z","الخواص ديال الضو ديال السيليسيوم والجرمانيوم هما اللي خلاو الصناعة ديال أشباه الموصلات تبدا في الخمسينات والتطور ديال الالكترونيك الصلبة من الستينات اللولة.","lkhawas dial ed-dawi dial siliyisyom wljirmaniyum homa lli khallaw es-sina3a dial ashbah el-moesalat tbda f el-khamysinat wttawwur dial el-electroniq essolbid men essittinat el-lowla.","data52555","VALIDATED","The electrical properties of silicon and germanium enabled the establishment of the semiconductor industry in the 1950s and the development of solid @-@ state electronics from the early 1960s .",23,"Both english and MSA are accurate","WIKI_C_03246",104.135,"مكنت الخواص الكهربائية للسيليكون والجرمانيوم من تأسيس صناعة أشباه الموصلات في الخمسينيات من القرن الماضي، وتطوير الإلكترونيات ذات الحالة الصلبة منذ أوائل الستينيات.","GENERATED","2026-03-04T13:39:27.319029Z"
23,"1","D"," الخضر بلا منازع أحسن لون للعسكر الخفيف اللي عندهم معدات غامقة؛ ويلا تلبس ف الربيع، مع الخريف تقريبا كيبهات مع وراق الشجر، وكيبقى محافظ على الخاصية ديالو باش مايبانش مزيان من بعيد.","lkhder bla mnaz3 a7sen lon l 3eskar lkhafif lli 3ndhom m3ddat ghamqa; w ila tlbss f rbi3, m3 lkhrif taqriban kybhat m3 wraq chjer, w kybqa m7afed 3la lkhassiya dyalo bach maybanch mzyan mn b3id.","Green is without comparison the best colour for light troops with dark accouterments ; and if put on in the spring , by autumn it nearly fades with the leaves , preserving its characteristic of being scarcely discernible at a distance .","يُعد اللون الأخضر بلا منازع اللون الأفضل للقوات الخفيفة ذات العتاد الداكن؛ وإذا ما تم ارتداؤه في الربيع، فإنه يكاد يبهت بحلول الخريف مع الأوراق، محافظًا على خاصيته وهي كونه بالكاد يمكن تمييزه عن بعد.","2026-03-04T13:41:34.376614Z","الخضر بلا منازع أحسن لون للعسكر الخفيف اللي لابسين كسوة كحلة؛ و يلا تلبس فالربيع، مع الخريف تقريبا كيتبدل لونه بحال أوراق الشجر، و كيبقى محافظ على الخاصية ديالو باش ما كيبانش من البعيد.","lkhder bla mnaz3 a7sen lon l3askar lkhafif lli labsin ksswa k7la; w ila tlbss f rbi3, m3 lkhriif taqriban kytbdel lon dyalo b7al awraq shjar, w kayb9a m7afed 3la lkhassiya dyalo bach ma kaybanch mn lb3id.","data52556","VALIDATED","Green is without comparison the best colour for light troops with dark accouterments ; and if put on in the spring , by autumn it nearly fades with the leaves , preserving its characteristic of being scarcely discernible at a distance .",34,"Both english and MSA are accurate","WIKI_D_02969",106.628,"يُعد اللون الأخضر بلا منازع اللون الأفضل للقوات الخفيفة ذات العتاد الداكن؛ وإذا ما تم ارتداؤه في الربيع، فإنه يكاد يبهت بحلول الخريف مع الأوراق، محافظًا على خاصيته وهي كونه بالكاد يمكن تمييزه عن بعد.","GENERATED","2026-03-04T13:41:34.376650Z"
24,"1","B","ف 2002، تومي طومسون، وزير الصحة والخدمات البشرية، عيّن على الأقل جوج د الناس عندهم تضارب ف المصالح ف اللجنة الاستشارية ديال الرصاص التابعة لـ CDC.","F 2002, Tommy Thompson, wazir ssi7a w lkhadamat lbachariya, 3eyyen 3la l2aqal jouj d nnas 3ndhom tadaroub f lmasali7 f llajna listichariya dyal rrsas ttab3a l-CDC.","In 2002 Tommy Thompson , secretary of Health and Human Services appointed at least two persons with conflicts of interest to the CDC 's Lead Advisory Committee .","في عام 2002، عيّن تومي تومبسون، وزير الصحة والخدمات البشرية، شخصين على الأقل لديهما تضارب في المصالح في اللجنة الاستشارية للرصاص التابعة لمراكز السيطرة على الأمراض والوقاية منها.","2026-03-04T13:43:40.153715Z","في عام 2002، تومي طومسون، وزير الصحة والخدمات الإنسانية، عيّن على الأقل جوج د الناس عندهم مصالح متضاربة في اللجنة الاستشارية ديال الرصاص التابعة لـ CDC.","Fi 'am 2002, Toumi Toumsoun, wazir siha w al-khadamat al-'insaniyya, 'ayyan 'ala al-aqal juj d n-nas 'andhum masalih mutadariba fi al-lajna al-istichariya dial r-rasas t-tabi'a lـ CDC.","data52557","VALIDATED","In 2002 Tommy Thompson , secretary of Health and Human Services appointed at least two persons with conflicts of interest to the CDC 's Lead Advisory Committee .",28,"Both english and MSA are accurate","DATA_24391",107.476,"في عام 2002، عيّن تومي تومبسون، وزير الصحة والخدمات البشرية، شخصين على الأقل لديهما تضارب في المصالح في اللجنة الاستشارية للرصاص التابعة لمراكز السيطرة على الأمراض والوقاية منها.","GENERATED","2026-03-04T13:43:40.153772Z"
25,"1","B","خط طويان الجناح – فشي أنواع، من بينها Vespidae، الجناح القدامي كيتطوى بالطول على طول 'خط طويان الجناح' فوقت الراحة.","khett twiyan jjna7 - f chi anwa3, mn binha Vespidae, jjna7 lqddami kayttwa b ttol 3la tol 'khett twiyan jjna7' f weqt rra7a.","Line of wing folding – Some species , including Vespidae , the forewing are longitudinally folded along the ' line of wing folding ' at rest .","خط طي الجناح – لدى بعض الأنواع، بما في ذلك غشائيات الأجنحة (Vespidae)، يُطوى الجناح الأمامي طوليًا على طول ""خط طي الجناح"" عند الراحة.","2026-03-04T13:46:07.984362Z","فين كيطوا الجناح – شي أنواع بحال Vespidae، الجناح القدامي كيتطوى بالطول على طول 'فين كيطوا الجناح' فاش كيكون مرتاح.","fin kaytwa ljnah - shi anwa3 bhal Vespidae, ljnah lqdami kaytwa bttol 3la tol 'fin kaytwa ljnah' fash kaykon mrta7.","data52558","VALIDATED","Line of wing folding – Some species , including Vespidae , the forewing are longitudinally folded along the ' line of wing folding ' at rest .",27,"Both english and MSA are accurate","DATA_16956",128.273,"خط طي الجناح – لدى بعض الأنواع، بما في ذلك غشائيات الأجنحة (Vespidae)، يُطوى الجناح الأمامي طوليًا على طول ""خط طي الجناح"" عند الراحة.","GENERATED","2026-03-04T13:46:07.984440Z"
26,"1","C","باش تشوف اللائحة الكاملة د تسجيلات جلسات الأشرطة التحتانية د عام 1967، شوف لائحة أغاني الأشرطة التحتانية. وشوف حتى لائحة أغاني الأشرطة التحتانية (1975).","bach tchouf llai7a lkamla d tsjilat jalsat lachrita tte7taniya d 3am 1967, chouf lai7at aghani lachrita tte7taniya. w chouf 7ta lai7at aghani lachrita tte7taniya (1975).","For a comprehensive list of the 1967 Basement Tapes session recordings , see List of Basement Tapes songs . See also List of Basement Tapes songs ( 1975 ) .","للحصول على قائمة شاملة بتسجيلات جلسة الأشرطة السفلية لعام 1967، انظر قائمة أغاني الأشرطة السفلية. انظر أيضًا قائمة أغاني الأشرطة السفلية (1975).","2026-03-04T13:48:45.465144Z","باش تشوف لا ليست كاملة ديال التسجيلات ديال سيسيونات ديال الطابق التحتاني ديال عام 1967، شوف ليستة ديال أغاني ديال الطابق التحتاني. وشوف حتى ليستة ديال أغاني ديال الطابق التحتاني (1975).","bach techuf la list kamla dyal t تسجيلات dyal sessions dyal tab9 ltahtani dyal 3am 1967, chuf list dyal a7ani dyal tab9 ltahtani. w chuf ta list dyal a7ani dyal tab9 ltahtani (1975).","data52559","VALIDATED","For a comprehensive list of the 1967 Basement Tapes session recordings , see List of Basement Tapes songs . See also List of Basement Tapes songs ( 1975 ) .",31,"English was more accurate than MSA","WIKI_C_05387",144.432,"للحصول على قائمة شاملة بتسجيلات جلسة الأشرطة السفلية لعام 1967، انظر قائمة أغاني الأشرطة السفلية. انظر أيضًا قائمة أغاني الأشرطة السفلية (1975).","GENERATED","2026-03-04T13:48:45.465195Z"
27,"1","D","المغني المنفرد كيغني الإعادة د البدية بحال المرة اللولة، عاود تاني على نقطة الارتكاز، ولكن كيعاود السطر التاني مرة خرى، فاش الجوقة كتغني على التحليق، بحال قبل.","lmoghni lmonfarid kayghnni li3ada d lbdya b7al lmerra llowla, 3awtani 3la noqtat lirtikaz, walakin kay3awed sster ttani merra khra, fach ljuqa katghnni 3la tt7li9, b7al qbl.","The soloist sings the recapitulation of the beginning similar to the first time , again on the pedal point , but repeats the second line one more time , while the chorus sings about the hovering , as before .","يؤدي المنفرد إعادة الافتتاحية مثل المرة الأولى، مرة أخرى على نقطة الارتكاز، لكنه يكرر السطر الثاني مرة أخرى، بينما يغني الجوقة عن التحليق، كما كان الحال من قبل.","2026-03-04T13:51:05.165507Z","المغني بوحدو كايغني إعادة ديال البدية بحال المرة اللولة، عاود تاني على النقطة الثابتة، ولكن كايعاود السطر الثاني مرة أخرى، و الجوقة كاتغني على التحليق، كيف ديما.","l-moghni bu7do kayghni i3ada dyal lbidiya b7al l-mra l-lowla, 3awed tani 3la l-nuqTa t-thabta, walakin kay3awd s-sTr t-tani mra o5ra, w-l-juqa katghni 3la t-t7li9, kif dima.","data52560","VALIDATED","The soloist sings the recapitulation of the beginning similar to the first time , again on the pedal point , but repeats the second line one more time , while the chorus sings about the hovering , as before .",27,"Both english and MSA are accurate","WIKI_D_12499",134.366,"يؤدي المنفرد إعادة الافتتاحية مثل المرة الأولى، مرة أخرى على نقطة الارتكاز، لكنه يكرر السطر الثاني مرة أخرى، بينما يغني الجوقة عن التحليق، كما كان الحال من قبل.","GENERATED","2026-03-04T13:51:05.165553Z"
