data_id,id,classe,darija_arabic,darija_arabizi,english,modern_standard_arabic,english_word_count,status,qc_changed_fields,qc_notes
data76213,DATA_20740,B,سي دي او حسب تلاته، تسني الراس ديال المركب يطلع من القاع ديال الموجه، و قاص السويتش باش يطلق الصواريخ ديال المنجنيق.,"si di ou hseb tlata, tsenna r-ras dial l-merkb ytla3 mn l-qa3 dial l-mouja, w qas switch bash ytleq s-swarikh dial l-menjniq.","the cdo counted to three, waited for the bow of the boat to rise from the trough of the wave, and flipped the switch to fire the catapult rockets.",عد السي دي او الي ثلاثه، وانتظر حتي يطلع راس المركب من قاع الموجه، ثم ضغط علي السويتش لاطلاق صواريخ المنجنيق.,29,CLEAN,darija_arabic;darija_arabizi;english;modern_standard_arabic,"Normalized fields: darija_arabic, darija_arabizi, english, modern_standard_arabic."
data76214,WIKI_C_09747,C,لمراكز د التدريب د الكاديت د الكاديت الملكيين د الطيران الكندي موزعين ف كندا، ڭالبا كيكونو قراب ل شي قاعده عسكريه كاناديه. ها ليسته د لمراكز د التدريب اللي كيخدمو بيها الكاديت د الطيران:,"lmrakez d ttrbib d lkadiet d lkadiet lmlkiyin d ttayar lkandi mawazzi3in f kanada, ghalban kaykunu qrab lshi qa3da askariya kanadiya. ha listat d lmrakez d ttrbib lli kaykhdmu biha lkadiet d ttayar:","the cadet training centres (ctc) of the royal canadian air cadets are distributed across canada, often co-located with a canadian forces base. here is the list of ctcs used for air cadets:",تتوزع مراكز تدريب الكاديت الملكيين للطيران الكندي في كندا، وغالبا ما تكون قريبه من قاعده عسكريه كنديه. هذه قايمه مراكز التدريب التي يستخدمها كاديت الطيران:,32,CLEAN,darija_arabic;darija_arabizi;english;modern_standard_arabic,"Normalized fields: darija_arabic, darija_arabizi, english, modern_standard_arabic."
data76215,WIKI_D_12088,D,التصويره ما عندها تاريخ وما معروفش شكون اللي رسمها. كايݣولو باللي ترسمات فالتسعينات ديال القرن 16، شي اربعين عام مورا ما ماتت جين، يمكن تكون ڭير كوبي من تصويره اخري كانت فديك الوقيته ديال جين وضاعت؛ وديك الدراسه ديال الشجر اللي داروها علي الخشبه عطات باللي الخشبه ترسمات فشي 1593.,"tazwira ma 3andha tarikh w ma ma3rosh chkon li rasemha. kaygolo bli trsemat f ts3inatyat dyal l9arn 16, chi 7awli 40 3am mora ma matet jane, ymken tkoun ghir copy mn tazwira okhra kanet f dik l wa9ta dyal jane w dya3t; w dik dderasa dyal chjar li drouha 3la lkhchba 3tat bli lkhchba trsemat f chi 1593.","the portrait is undated and unattributed. it is thought to have been completed in the 1590s, some forty years after jane's death, probably as a copy of a lost portrait contemporaneous with jane; dendrochronology dates the wood panel to around 1593.",اللوحه غير مورخه وغير منسوبه. يعتقد انها اكتملت في تسعينيات القرن السادس عشر، بعد حوالي اربعين عاما من وفاه جين، ربما كنسخه من لوحه مفقوده عاصرت جين؛ وتورخ دراسه علم الاشجار اللوح الخشبي الي حوالي عام 1593.,41,CLEAN,darija_arabic;darija_arabizi;english;modern_standard_arabic,"Normalized fields: darija_arabic, darija_arabizi, english, modern_standard_arabic."
data76216,DATA_20616,B,فهاستينڭز، 1، 2، 3 شتنبر. الاوستراليين (522 / 7 معلنه) تعادلوا مع جنوب انجلترا (298).,"fahastinz, 1, 2, 3 shtanbar. l ostraliyin (522 / 7 mo3lana) t3adlu m3a jnob injiltra (298).","at hastings, 1, 2, 3 september. the australians (522/7 declared) drew with the south of england (298).",في هاستينغز، 1، 2، 3 سبتمبر. تعادل الاستراليون (522/7 معلنه) مع منتخب جنوب انجلترا (298).,17,CLEAN,darija_arabic;darija_arabizi;english;modern_standard_arabic,"Normalized fields: darija_arabic, darija_arabizi, english, modern_standard_arabic."
data76217,WIKI_D_11706,D,نهار ربعه دجنبر عام الف وتسعميه وسبعين وسبعه، ام جي ام علنات باللي الشركه شرات الحقوق ديال نيفر ساي نيفر اڭين من الشركه ديال شوارزمان، طاليا فيلم. من داك الوقت الشركه تكلفات بالاصدار ديال الدي في دي والبلو راي ديال الفيلم.,"nhar rebe3 djenber 3am 1977, mgm 3lanat belli chirka sharat l7o9o9 dyal never say never again men chirka schwartzman, taliafilm. men dak lwa9t chirka tkalfat b isdar dyal dvd w blu-ray dyal lfilm.","on 4 december 1997, mgm announced that the company had purchased the rights to never say never again from schwartzman's company, taliafilm. since then, the company has handled the release of both the dvd and blu-ray editions of the film.","في الرابع من ديسمبر عام 1997، اعلنت شركه مترو غولدوين ماير (MGM) انها اشترت حقوق فيلم ""Never Say Never Again"" من شركه شوارتزمان، تاليا فيلم. ومنذ ذلك الحين، تولت الشركه مسووليه اصدار نسختي الدي في دي والبلو راي من الفيلم.",40,FLAGGED,darija_arabic;darija_arabizi;english;modern_standard_arabic;status,"Normalized fields: darija_arabic, darija_arabizi, english, modern_standard_arabic. Language mismatch: MSA field contains Latin script."
data76218,DATA_19092,B,"الحلقه تقبلها النقاد مزيان، و عجبهم بزاف الخط ديال القصه اللي ف""كينڭز لاندينڭ"" والنهايه ديال القصه ديال فيسيريس.","l7al9a tqbblha nnqad mzyan, w 3jbhom bzzaf lkhatt dyal l9issa lli f ""kingz landing"" w nnihaya dyal l9issa dyal viseris.","the episode was well received by critics, and they really liked the storyline in ""king's landing"" and the ending of viserys' story.","حظيت الحلقه بترحيب كبير من النقاد، الذين اعجبهم كثيرا الخط في قصه ""كينغز لاندينغ"" ونهايه قصه ڤيسيريس.",22,CLEAN,darija_arabic;darija_arabizi;english;modern_standard_arabic,"Normalized fields: darija_arabic, darija_arabizi, english, modern_standard_arabic."
data76219,DATA_4717,A,ختي ڭاتزوج,khti ghatzewej,my sister is getting married,اختي ستتزوج,5,CLEAN,darija_arabic;english;modern_standard_arabic,"Normalized fields: darija_arabic, english, modern_standard_arabic."
data76220,DATA_19214,B,الناس اللي قدمو مساهمات بارزه لجمهوريه الصين الشعبيه كيفما كيشير ليهم لحكومه الشعب المركزيه للرييس التنفيذي.,nnas lli qeddmou msahamat bariza ljomhouriyya ssin achcha3biyya kifma kishir lihoum lhoukouma shsha3b lmarkaziyya lrrais tanfidi.,"people who have made outstanding contributions to the people's republic of china, as recognized by the central people's government to the chief executive.",الاشخاص الذين قدموا مساهمات بارزه لجمهوريه الصين الشعبيه كما تشير اليهم الحكومه الشعبيه المركزيه للرييس التنفيذي.,23,CLEAN,darija_arabic;english;modern_standard_arabic,"Normalized fields: darija_arabic, english, modern_standard_arabic."
data76221,DATA_3439,A,انا ماخايفش من القدره معاك,ana makhayfch mn l9odra m3ak,i am not afraid of the power with you,انا لا اخاف من القدره معك,9,CLEAN,darija_arabic;english;modern_standard_arabic,"Normalized fields: darija_arabic, english, modern_standard_arabic."
data76222,DATA_9335,A,مابقيتش باڭي نندمج فهاد الڭروب كلو مشاكل,mab9itch baghi nndamej fhad lgroupe kolo machakil,i do not want to join this group anymore; it's full of problems,لم اعد ارغب في الانضمام الي هذه المجموعه لانها كلها مشاكل,13,CLEAN,darija_arabic;english;modern_standard_arabic,"Normalized fields: darija_arabic, english, modern_standard_arabic."
data76223,DATA_11703,A,نتحداك تفرق بينات,nt7edak tferreq binat,i dare you to tell the difference,اتحداك ان تميز بين الاشيا,7,CLEAN,darija_arabic;english;modern_standard_arabic,"Normalized fields: darija_arabic, english, modern_standard_arabic."
data76224,WIKI_D_10341,D,ياطون كاتجي فالمحور ديال ويستون سوبر مير/يات، واحد من المحاور الرييسيه ديال ميترو بريستول الكبير، واحد الخطه ديال النقل بالسكك الحديديه اللي كتهدف تزيد فالقدره ديال الاستيعاب ف منطقه بريستول. هاد الخطه كتطالب بقطارات طوال وجداد باش نتفاداو الاكتظاظ.,"yatton katji f lm7war dyal weston super mare/yat, wa7d mn lma7awir lrayisiya dyal metro bristol lkbir, wa7d lkhta dyal n9l b sskk l7didya lli kat7awel tzid f l9dra dyal lsti3ab f minta9t bristol. had lkhta katb talb b 9tarat twal w jdod bach ntfadu l iktidaz.","yatton is on the weston super mare/yate corridor, one of the main axes of the greater bristol metro, a rail transport plan which aims to increase capacity in the bristol area. the plan calls for longer and newer trains to prevent overcrowding.",تقع ياتون علي امتداد محور ويستون سوبر مير/يات، وهو احد المحاور الرييسيه لمترو بريستول الكبير، وهو مخطط للنقل بالسكك الحديديه يهدف الي تعزيز القدره الاستيعابيه في منطقه بريستول. يدعو المخطط الي قطارات اطول واحدث لمنع الازدحام.,42,CLEAN,darija_arabic;darija_arabizi;english;modern_standard_arabic,"Normalized fields: darija_arabic, darija_arabizi, english, modern_standard_arabic."
data76225,WIKI_D_08445,D,طومسون كيشوف الهياكل العظميه ديال الدياتوم و شي حوايج اخرين ما معروفينش والفورامينيفيرا والاسفنج، و بزاف منهم فيهم شوكات قاصحه باشكال هندسيه. و كيقول باللي هاد الهياكل كتكون برا الخلايا الحيه، يعني ضروري كاينه شي قوه فيزياييه داخله.,"thomson kishouf lhayakel l3azmiya dyal ldiatom w chi 7wayej akhorin ma ma3roufinch w lforaminifera w lesponge, w bezzaf menhom fihom chawkat qas7a b ashkal handasiya. w kaygol belli had lhayakel katkon barra lkhalaia l7iya, ya3ni drori kayna chi qowa fizya dakhla.","thomson studies the skeletal structures of diatoms, some unknown things, foraminifera, and sponges, many of which have hard spicules with geometric shapes. he says that these structures form outside living cells, meaning that some physical force must be involved.",يعتبر طومسون الهياكل العظميه للدياتوم وبعض الاشيا الاخري غير المعروفه، والفورامينيفيرا، والاسفنج، وكثير منها يحتوي علي شوكات صلبه باشكال هندسيه. ويشير الي ان هذه الهياكل تتكون خارج الخلايا الحيه، اي انه لابد من وجود قوه فيزياييه تدخل في ذلك.,39,CLEAN,darija_arabic;darija_arabizi;english;modern_standard_arabic,"Normalized fields: darija_arabic, darija_arabizi, english, modern_standard_arabic."
data76226,WIKI_C_10113,C,ف 1926 فريديريك وارد دار واحد ليكيتالييك مبني علي الخدمه ديال اريڭي. دابا تقريبا ديما كيخدموه كايتاليك مرافق ديال فونت سنتور، ولكن فالاصل كانت عندو وجوديه مستقله.,"f 1926 frederic ward darr wa7d litaliq mabni 3la lkhdma dyal arrighi. daba ta9riban dyima kaykhdmouh kitaliq morafi9 dyal font centaur, walakin fl asl kant 3ndou wjoudeya mosta9illa.","in 1926, frederic warde created an italic based on the work of arrighi. it is now almost always used as the companion italic of the font centaur, but originally it had an independent existence.",في عام 1926، ابتكر فريدريك وارد خطا مايلا مبنيا علي اعمال اريغي. ويستخدم الان تقريبا دايما كخط مايل مرافق لخط سنتور، لكنه كان له في البدايه وجود مستقل.,34,CLEAN,darija_arabic;english;modern_standard_arabic,"Normalized fields: darija_arabic, english, modern_standard_arabic."
data76227,DATA_0085,A,تانخدم بزاف، داكشي لي تايخليني ندير خدمتي مزيان.,"tankhdm bzzaf, dakchi lli taykhllini ndir khdmti mzyan.","i work a lot, which allows me to do my job properly.",اعمل كثيرا، وهذا ما يجعلني اقوم بعملي بشكل جيد.,12,CLEAN,darija_arabic;english;modern_standard_arabic,"Normalized fields: darija_arabic, english, modern_standard_arabic."
data76228,WIKI_D_08933,D,"التامل المسيحي فيه الرجوع لحياه يسوع، والشكر والتبجيل لله علي فعله باش صيفط يسوع باش ينقد البشر. وكتاب ""القصر الداخلي"" (المساكن 6، الفصل 7) القديسه تيريزا الافيليه عرفات التامل المسيحي بهاد الطريقه:","t2amol lmsi7i fih rja3 l7yat ysou3, w shkr w tabjil lah 3la f3loh bsh sft ysou3 bsh ynqed lbnad. w ktab ""l2asr dakhli"" (lmsakn 6, lfasl 7) l9disa teriza l2filiya 3rft t2amol lmsi7i bhad tari9a:","christian meditation involves looking back on jesus' life, thanksgiving and adoration of god for his action in sending jesus to save humanity. in her book the interior castle (mansions 6, chapter 7), saint teresa of avila defined christian meditation as follows:","يتضمن التامل المسيحي الرجوع الي حياه يسوع، وشكر الله وتبجيله علي فعله بارسال يسوع لخلاص البشر. وفي كتابها ""القصر الداخلي"" (المساكن 6، الفصل 7)، عرفت القديسه تيريزا الافيليه التامل المسيحي علي النحو التالي:",41,FLAGGED,darija_arabic;darija_arabizi;english;modern_standard_arabic;status,"Normalized fields: darija_arabic, darija_arabizi, english, modern_standard_arabic. Cross-lingual mismatch suspected between Darija Arabic and Arabizi columns."
data76229,WIKI_C_09481,C,ف شهر سته ديال 2014، القنطره (قنطره ويانڭالا) والطريق الجديده (طريق مزرعه الترويت) سالاو. و بهادشي تسدات الطريق اللي كانت دايزه من فوق السد ديال ويانڭالا علي الطوموبيلات.,"f shher sitta dyal 2o14, lqontra (qontra wyangala) w ttariq ljdida (tariq mazrat ltrout) salaaw. w bhadchi tsddat ttariq lli kant dayza mn fawq ssedd dyal wyangala 3la ttumobilat.","in june 2014, the bridge (wyangala bridge) and the new road (trout farm road) were completed. as a result, the road that passed over the top of wyangala dam was closed to vehicles.",في يونيو 2014، اكتمل بنا الجسر (جسر ويانغالا) والطريق الجديده (طريق مزرعه التروت). ونتيجه لذلك، اغلق الطريق الذي كان يمر فوق سد ويانغالا امام السيارات.,33,CLEAN,darija_arabic;darija_arabizi;english;modern_standard_arabic,"Normalized fields: darija_arabic, darija_arabizi, english, modern_standard_arabic."
data76230,DATA_15587,B,طيله شهر 11 و شهر 12 عام 2011، الفرقه دعمت فو فايترز ف Tour ديالهم ديال Wasting Light ف استراليا و نيوزيلاندا.,"tila shhar 11 u shhar 12 3am 2o11, l-ferqa d3mat foo fighters f tour dyalhum dyal wasting light f australiya u new zealand.","throughout november and december 2011, the band supported foo fighters during their wasting light tour of australia and new zealand.","طوال شهري نوفمبر وديسمبر 2011، دعمت الفرقه فرقه فو فايترز خلال جولتهم ""Wasting Light"" في استراليا ونيوزيلندا.",20,FLAGGED,darija_arabic;darija_arabizi;english;modern_standard_arabic;status,"Normalized fields: darija_arabic, darija_arabizi, english, modern_standard_arabic. Language mismatch: Darija Arabic field contains Latin script. Language mismatch: MSA field contains Latin script."
data76231,DATA_23103,B,"جوج بيهم ديال الافلام تخرجو من طرف ويليام فريدكين اللي معروف بزاف بالاخراج ديال ""The Exorcist""، ""The French Connection""، و ""The Boys in the Band"".","joj bihom dyal l-aflam tkhrejjo mn taraf william friedkin li m3ruf bzzaf b l-ikhraj dyal ""the exorcist"", ""the french connection"", w ""the boys in the band"".","both films were directed by william friedkin who is most noted for directing the exorcist, the french connection, and the boys in the band.","الفيلمان من اخراج ويليام فريدكين المعروف باخراجه ""The Exorcist""، ""The French Connection""، و""The Boys in the Band"".",24,FLAGGED,darija_arabic;darija_arabizi;english;modern_standard_arabic;status,"Normalized fields: darija_arabic, darija_arabizi, english, modern_standard_arabic. Language mismatch: Darija Arabic field contains Latin script. Language mismatch: MSA field contains Latin script."
data76232,WIKI_D_07291,D,بلاكبيرن مات فاش واحد التدفق البركاني ڭطي البلاصه اللي كان مخيم فيها. طوموبيلتو لقاوها مورا ربعه د ايام، محاطه بالرماد تا النوافذ و هو ميت لداخل. الزجاج كان مهرس والرماد كان عامر فالداخل ديال الطوموبيل.,"blakbirn mat fash wa7d tadffuq burkani ghta lbla9a li kan mkhayem fiha. tomobilto lqawha mora rba3a d ayam, m7ayta brmad ta nawafez w huwa mit ldakhl. zjaj kan mhrss w rmad kan 3amer fldakhl dyal tomobil.","blackburn was killed when a pyroclastic flow covered the area where he was camping. his car was found four days later, surrounded by ash up to the windows with his body inside. the windows were broken and ash filled the interior of the car.",قتل بلاكبيرن عندما غطي تدفق بركاني المنطقه التي كان معسكرا فيها. عثر علي سيارته بعد اربعه ايام، محاطه بالرماد حتي النوافذ وبداخله جثمانه. كانت النوافذ قد كسرت وامتلا داخل المركبه بالرماد.,44,CLEAN,darija_arabic;darija_arabizi;english;modern_standard_arabic,"Normalized fields: darija_arabic, darija_arabizi, english, modern_standard_arabic."
data76233,DATA_12742,B,اللوا الخامس ديال الخياله، تحت اوامر الفرقه 42 مشاه، باش يعاونو اللوا الثالث خياله خفيفه باش يربطو مع الجناح الايمن ديال فرقه الخياله انزاك.,"elloua elkhames dyal elkhayala, te7t awamer elfirqa 42 mouchat, bash i3awno elloua ettalet khayala khfifa bash yerbtou m3a eljnaha elayman dyal firqat elkhayala anzak.","the 5th cavalry brigade, under orders of the 42nd infantry division, to assist the 3rd light horse brigade in linking with the right wing of the anzac mounted division.",اللوا الخامس للخياله، تحت اوامر الفرقه 42 مشاه، لمساعده اللوا الثالث للخياله الخفيفه علي الربط مع الجناح الايمن لفرقه الخياله انزاك.,29,CLEAN,darija_arabic;english;modern_standard_arabic,"Normalized fields: darija_arabic, english, modern_standard_arabic."
data76234,DATA_19139,B,الكولونيل ادورد ا. سيلك - من Mooseheart فوج 1935؛ واخد وسام الشرف فالحرب العالميه الثانيه — جونزتاون، بنسلفانيا: اللوج 48,"l-kulunil idward a. silk-mn mooseheart fuj 1935; wakhd wisam sh-sharaf f l-harb l-3alamia t-tania — junztawn, bnslfanja: l-luj 48","lt. col. edward a. silk - mooseheart class of 1935; recipient of the medal of honor in world war ii — johnstown, pennsylvania: lodge 48",المقدم ادوارد ا. سيلك – دفعه موسهارت عام 1935؛ الحاصل علي وسام الشرف في الحرب العالميه الثانيه – جونزتاون، بنسلفانيا: المحفل 48,25,FLAGGED,darija_arabic;darija_arabizi;english;modern_standard_arabic;status,"Normalized fields: darija_arabic, darija_arabizi, english, modern_standard_arabic. Language mismatch: Darija Arabic field contains Latin script."
data76235,DATA_21416,B,هونزبي تزوج تلاته د المرات، ف 1918، و 1924، و 1957، و جاب جوج ولاد، واحد من الزواج الاول و واحد من الزواج التاني.,"hounzbi tzewwej tlata d lmerrat, f 1918, u 1924, u 1957, u jab jouj wlad, wa7d mn zzwaj l awwal u wa7d mn zzwaj ttani.","hornsby married three times, in 1918, 1924, and 1957, and had two children, one from each of his first two marriages.",تزوج هورنسبي ثلاث مرات، في 1918 و1924 و1957، وانجب طفلين، واحد من كل من زواجه الاول والثاني.,21,CLEAN,darija_arabic;darija_arabizi;english;modern_standard_arabic,"Normalized fields: darija_arabic, darija_arabizi, english, modern_standard_arabic."
data76236,DATA_14763,B,٣ يناير ١٩٩٨ – تبعوه فانكوفر كانوكس مع مارتن جيليناس لكارولينا هوريكينز مقابل شون بيرك، انريكو سيكوني، وجيف ساندرسون.,"3 yanayr 1998-tba3ouh vancouver canucks m3a martin gelinas l carolina hurricanes muqabil shaun burke, enrico ciccone, w jeff sanderson.","january 3, 1998 – traded by the vancouver canucks with martin gelinas to the carolina hurricanes for sean burke, enrico ciccone, and jeff sanderson.",٣ يناير ١٩٩٨ – تمت مبادلته من قبل فانكوفر كانوكس مع مارتن جيليناس الي كارولينا هوريكينز مقابل شون بيرك، انريكو سيكوني، وجيف ساندرسون.,24,FLAGGED,darija_arabic;darija_arabizi;english;modern_standard_arabic;status,"Normalized fields: darija_arabic, darija_arabizi, english, modern_standard_arabic. Cross-lingual mismatch suspected between Darija Arabic and Arabizi columns."
data76237,DATA_4952,A,ماشي بڭا يسقرني فلوس,mashi bgha ysqrni flous,he did not want to lend me money,لم يرغب في اقراضي المال,8,CLEAN,darija_arabic;english;modern_standard_arabic,"Normalized fields: darija_arabic, english, modern_standard_arabic."
data76238,WIKI_C_09791,C,الجامعه فيها 10 ديال الاكاديميين من الجمعيه الملكيه، و 21 من الاكاديميه الملكيه للهندسه، و واحد من الاكاديميه البريطانيه، و 6 من اكاديميه العلوم الاجتماعيه.,"l-jami3a fiha 10 dyal l-akadimyin min l-jam3iya l-malakiya, w 21 min l-akadimiya l-malakiya lil-handasa, w wa7ed min l-akadimiya l-britaniya, w 6 min l-akadimiya l-3uloom l-ijtima3iya.","the university has 10 fellows of the royal society, 21 fellows of the royal academy of engineering, one fellow of the british academy and 6 fellows of the academy of social sciences.",تضم الجامعه 10 زملا في الجمعيه الملكيه، و 21 زميلا في الاكاديميه الملكيه للهندسه، وزميلا واحدا في الاكاديميه البريطانيه، و 6 زملا في اكاديميه العلوم الاجتماعيه.,32,CLEAN,darija_arabic;english;modern_standard_arabic,"Normalized fields: darija_arabic, english, modern_standard_arabic."
data76239,DATA_21410,B,من بعد ما تنحات، تشكلو عروق ديال المعادن فالكالكير. هاد العروق والرقوق تعدنو باش يجيبو الرصاص من ايام الرومان.,"men b3d ma tna7at, tcheklo 3roq dyal lma3aden fal kalkir. had l3roq w rrqoq t3ddno bash yjibo rrssas men iyam rroman.","some time after its deposition, mineral veins were formed in the limestone. these veins and thin layers have been mined for lead since roman times.",بعد فتره من ترسبها، تكونت عروق معدنيه في الحجر الجيري. وقد تم استخراج هذه العروق والرقوق للرصاص منذ العصور الرومانيه.,25,CLEAN,darija_arabic;english;modern_standard_arabic,"Normalized fields: darija_arabic, english, modern_standard_arabic."
data76240,WIKI_D_04896,D,"لي شوا ديال الاهداف ديال الالمان كان مزيان نهار ""اصعب نهار"". كانت عند اللوفتوافا اربعه ديال الطرق باش يدمروا قياده الطايرات المقاتله: يقصفوا المطارات، يدمروا نظام القياده والمراقبه ومحطات الرادار، ويهاجموا مصانع الطايرات اللي كتنتج الطايرات المقاتله.","li chwa dyal l-ahdaf dyal l-alman kan mzyan nhar ""as3ab nhar"". kanat 3and l-luftwaffe arba3a dyal tturuq bach idamru qiyadat tta2irat l-muqatila: yqasfu l-matarat, ydamru nizam l-qiyada w-lmuraqaba w-mahattat radar, w-yhajmu masani3 tta2irat lli katntuj tta2irat l-muqatila.","german target selection was sound on ""the hardest day."" the luftwaffe had four ways to destroy fighter command: bombing airfields, destroying the command and control system and radar stations, and attacking aircraft factories producing fighter planes.","كان اختيار الاهداف الالمانيه سليما في ""اصعب يوم"". كانت لدي اللوفتفافه اربع طرق لتدمير قياده الطايرات المقاتله: قصف المطارات، تدمير نظام القياده والمراقبه ومحطات الرادار، ومهاجمه مصانع الطايرات التي تنتج الطايرات المقاتله.",36,CLEAN,darija_arabic;darija_arabizi;english;modern_standard_arabic,"Normalized fields: darija_arabic, darija_arabizi, english, modern_standard_arabic."
data76241,DATA_18835,B,كولينز، تيموثي (2004). نادي البيرانا. فيرجن بوكس. ISBN 0-7535-0965-2.,"collins, timothy (2oo4). nadi al-birana. virgin books. isbn 0-7535-0965-2.","collins, timothy (2004). the piranha club. virgin books. isbn 0-7535-0965-2.",كولينز، تيموثي (2004). نادي البيرانا. فيرجن بوكس. ردمك 0-7535-0965-2.,10,FLAGGED,darija_arabizi;english;status,"Normalized fields: darija_arabizi, english. Language mismatch: Darija Arabic field contains Latin script."
data76242,DATA_24158,B,واش المتدين محبوب عند الالهه حيت متدين، ولا متدين حيت محبوب عند الالهه؟,"wash l-mutadayyin mahbub 3nd al-aliha 7it mutadayyin, wlla mutadayyin 7it mahbub 3nd al-aliha?","are the pious loved by the gods because they are pious, or are they pious because they are loved by the gods?",هل يحب الاتقيا من قبل الالهه لانهم اتقيا، ام انهم اتقيا لان الالهه تحبهم؟,22,CLEAN,darija_arabic;english;modern_standard_arabic,"Normalized fields: darija_arabic, english, modern_standard_arabic."
data76243,DATA_11075,A,راه ڭايجي يديها اليوم,rah ghayji ydiha lyoum,he will take it today,سياخذه اليوم,5,CLEAN,darija_arabic;english;modern_standard_arabic,"Normalized fields: darija_arabic, english, modern_standard_arabic."
data76244,WIKI_D_09622,D,من بعد، بان باللي شركه Cathay Pacific كانت مركزه علي واحد الطفره ديال السفر ف بلايص خرين فالثمانينات، وخلات السوق ديال بر الصين لي باقي ما تطورش لشركه Dragonair. وحيت تفرض عليها تقبل خطوط ماشي بزاف مرڭوبه، هاد الشركه الصڭيوره ركزات علي بر الصين.,"mn ba3d, ban bli charikat cathay pacific kant markaza 3la wa7d tfra dyal safr f blayis khrin f tmaninat, w khallat sou9 dyal br sin li baki ma ttawwrch l charikat dragonair. w 7it tfrad 3liha t9bel khoutout machi bezzaf marghouba, had charika sghira rakkat 3la br sin.","it was later discovered that cathay pacific was concentrating on a travel boom in other places in the 1980s, and left the undeveloped mainland china market to dragonair. forced into accepting less desirable routes, the young airline focused on the mainland.",تبين لاحقا ان شركه كاثاي باسيفيك كانت تركز علي طفره في السفر في اماكن اخري في الثمانينيات، وتركت سوق البر الرييسي الصيني غير المتطور لشركه دراجون اير. وحيث اجبرت علي قبول مسارات اقل جاذبيه، ركزت الشركه الصغيره علي البر الرييسي.,41,FLAGGED,darija_arabic;darija_arabizi;english;modern_standard_arabic;status,"Normalized fields: darija_arabic, darija_arabizi, english, modern_standard_arabic. Language mismatch: Darija Arabic field contains Latin script."
data76245,WIKI_C_04125,C,ف 1988 تعطات لجوسكاليان جايزه سانت نرسيس و تكريم مدي الحياه و جايزه تقدير القس اللي عطاها ليه فاسكن الاول، الكاثوليكوس ديال الارمن كاملين علي التفاني ديالو للجاليه الارمنيه.,"f 1988 t3attat ljuskalian jayza st. nerses w takrim mda l7yat w jayza tqdir lqass li 3ta-ha lih vasken l-awwal, l-katholikos dyal l-armann kamlin 3la ttafani dyalu l-ljaliyya l-armanniyya.","in 1988 juskalian was awarded the st. nerses award, a lifetime achievement award, and a pastor's recognition award bestowed by vasken i, catholicos of all armenians, for his dedication to the armenian community.",في عام 1988، منح جوسكاليان جايزه القديس نرسيس وجايزه الانجاز مدي الحياه وجايزه تقدير راعي الابرشيه التي منحها له فاسكين الاول، كاثوليكوس جميع الارمن، لتفانيه في خدمه المجتمع الارمني.,33,CLEAN,darija_arabic;darija_arabizi;english;modern_standard_arabic,"Normalized fields: darija_arabic, darija_arabizi, english, modern_standard_arabic."
data76246,DATA_16565,B,رسايل من ايسلندا (لندن، نيويورك، 1937؛ شعر ونثر، مع لويس ماكنيس) (مهداه لجورج اوڭسطس اودن).,"rasa2il mn aislanda (london, new york, 1937; shi3r w nathr, m3a louis macneice) (muhdata l george augustus auden).","letters from iceland (london, new york, 1937; verse and prose, with louis macneice) (dedicated to george augustus auden).",رسايل من ايسلندا (لندن، نيويورك، 1937؛ شعر ونثر، مع لويس ماكنيس) (مهداه الي جورج اوغسطس اودن).,18,FLAGGED,darija_arabic;english;modern_standard_arabic;status,"Normalized fields: darija_arabic, english, modern_standard_arabic. Cross-lingual mismatch suspected between Darija Arabic and Arabizi columns."
data76247,DATA_13548,B,واش لقاو شي اطراف من البيت دالعنبر؟ — اكتشافات فرحات خبرا الفن الروس. Seattle Times. 1997. تم الاسترجاع 19 فبراير 2015.,wash lqaw shi traf mn l-bit d l-3anbar? — iktishafat farhat khubara l-fann r-russiyin. seattle times. 1997. tam l-istirja3 19 fibrayir 2o15.,amber room remnants found? — discoveries excite russian art experts. seattle times. 1997. retrieved 19 february 2015.,هل وجدت بقايا الغرفه الكهرمانيه؟ — اكتشافات تسعد خبرا الفن الروس. صحيفه سياتل تايمز. 1997. تم الاسترجاع في 19 فبراير 2015.,17,FLAGGED,darija_arabic;darija_arabizi;english;modern_standard_arabic;status,"Normalized fields: darija_arabic, darija_arabizi, english, modern_standard_arabic. Language mismatch: Darija Arabic field contains Latin script."
data76248,DATA_11524,A,نتحداك ت شد شي تير زوين,nt7edak t shedd shi tir zwin,i dare you to make a good shot,اتحداك ان تطلق طلقه جيده,8,CLEAN,darija_arabic;english;modern_standard_arabic,"Normalized fields: darija_arabic, english, modern_standard_arabic."
data76249,DATA_1835,A,ڭادي يخصني نقدم شكوي للخدمه التقنيه!,ghadi ikhassni n9adam shakwa lkhidma tiqnia!,i am gonna have to complain to the technical service!,ساضطر الي تقديم شكوي الي قسم الخدمه التقنيه!,10,FLAGGED,darija_arabic;english;modern_standard_arabic;status,"Normalized fields: darija_arabic, english, modern_standard_arabic. Cross-lingual mismatch suspected between Darija Arabic and Arabizi columns."
